gene	tissue	Gene	CHR	START_POS	END_POS	arm	tissue_locus
ENSG00000213996	Skin_sun	TM6SF2	19	19375173	19384200	19p13.11	Skin_sun_19p13.11
ENSG00000213996	Testis	TM6SF2	19	19375173	19384200	19p13.11	Testis_19p13.11
ENSG00000213996	Brain_Cer	TM6SF2	19	19375173	19384200	19p13.11	Brain_Cer_19p13.11
ENSG00000213996	Breast	TM6SF2	19	19375173	19384200	19p13.11	Breast_19p13.11
ENSG00000250067	Breast	YJEFN3	19	19639670	19648390	19p13.11	Breast_19p13.11
ENSG00000250067	Pancreas	YJEFN3	19	19639670	19648390	19p13.11	Pancreas_19p13.11
ENSG00000250067	Pituitary	YJEFN3	19	19639670	19648390	19p13.11	Pituitary_19p13.11
ENSG00000250067	Heart_Left	YJEFN3	19	19639670	19648390	19p13.11	Heart_Left_19p13.11
ENSG00000250067	Esophagus_muc	YJEFN3	19	19639670	19648390	19p13.11	Esophagus_muc_19p13.11
ENSG00000250067	Liver	YJEFN3	19	19639670	19648390	19p13.11	Liver_19p13.11
ENSG00000250067	Brain_Cerebellum	YJEFN3	19	19639670	19648390	19p13.11	Brain_Cerebellum_19p13.11
ENSG00000259242	Thyroid	AC002306.1	19	19717159	19719469	19p13.11	Thyroid_19p13.11
ENSG00000267006	Adipose_vis	AC008507.2	19	30519648	30520823	19q12	Adipose_vis_19q12
ENSG00000101104	Adrenal	PABPC1L	20	43538703	43587676	20q13.12	Adrenal_20q13.12
ENSG00000101213	Brain_Cau	PTK6	20	62159354	62168729	20q13.33	Brain_Cau_20q13.33
ENSG00000101442	Thyroid	ACTR5	20	37377103	37401163	20q11.23	Thyroid_20q11.23
ENSG00000101442	Whole_blood	ACTR5	20	37377103	37401163	20q11.23	Whole_blood_20q11.23
ENSG00000101442	Lung	ACTR5	20	37377103	37401163	20q11.23	Lung_20q11.23
ENSG00000101442	Adipose_sub	ACTR5	20	37377103	37401163	20q11.23	Adipose_sub_20q11.23
ENSG00000101442	Testis	ACTR5	20	37377103	37401163	20q11.23	Testis_20q11.23
ENSG00000101442	Artery_aor	ACTR5	20	37377103	37401163	20q11.23	Artery_aor_20q11.23
ENSG00000101442	Brain_Cer	ACTR5	20	37377103	37401163	20q11.23	Brain_Cer_20q11.23
ENSG00000101442	Esophagus_muc	ACTR5	20	37377103	37401163	20q11.23	Esophagus_muc_20q11.23
ENSG00000101445	Testis	PPP1R16B	20	37434340	37551667	20q11.23	Testis_20q11.23
ENSG00000166913	Artery_aor	YWHAB	20	43514343	43537173	20q13.12	Artery_aor_20q13.12
ENSG00000166913	Lung	YWHAB	20	43514343	43537173	20q13.12	Lung_20q13.12
ENSG00000274825	Stomach	AL023803.2	20	37584553	37585190	20q11.23	Stomach_20q11.23
ENSG00000215424	Brain_Spi	MCM3AP-AS1	21	47649110	47679304	21q22.3	Brain_Spi_21q22.3
ENSG00000100023	Brain_Cerebellum	PPIL2	22	22020298	22054304	22q11.21	Brain_Cerebellum_22q11.21
ENSG00000100162	Brain_Nuc	CENPM	22	42334741	42343156	22q13.2	Brain_Nuc_22q13.2
ENSG00000100167	Brain_Cer	SEPTIN3	22	42365479	42394225	22q13.2	Brain_Cer_22q13.2
ENSG00000100197	Brain_Ant	CYP2D6	22	42522501	42526883	22q13.2	Brain_Ant_22q13.2
ENSG00000100197	Adrenal	CYP2D6	22	42522501	42526883	22q13.2	Adrenal_22q13.2
ENSG00000100197	Skin_no_sun	CYP2D6	22	42522501	42526883	22q13.2	Skin_no_sun_22q13.2
ENSG00000100197	Cells_ebv	CYP2D6	22	42522501	42526883	22q13.2	Cells_ebv_22q13.2
ENSG00000100266	Spleen	PACSIN2	22	43231418	43411155	22q13.2	Spleen_22q13.2
ENSG00000100346	Breast	CACNA1I	22	39966758	40085740	22q13.1	Breast_22q13.1
ENSG00000100393	Skin_no_sun	EP300	22	41488596	41576081	22q13.2	Skin_no_sun_22q13.2
ENSG00000100393	Prostate	EP300	22	41488596	41576081	22q13.2	Prostate_22q13.2
ENSG00000100395	Brain_Cortex	L3MBTL2	22	41601286	41627275	22q13.2	Brain_Cortex_22q13.2
ENSG00000100410	Spleen	PHF5A	22	41855721	41864696	22q13.2	Spleen_22q13.2
ENSG00000100413	Colon_sigmoid	POLR3H	22	41921803	41940610	22q13.2	Colon_sigmoid_22q13.2
ENSG00000100417	Artery_aor	PMM1	22	41972904	41985875	22q13.2	Artery_aor_22q13.2
ENSG00000100417	Brain_Cau	PMM1	22	41972904	41985875	22q13.2	Brain_Cau_22q13.2
ENSG00000100418	Brain_Cerebellum	DESI1	22	41994032	42017047	22q13.2	Brain_Cerebellum_22q13.2
ENSG00000159958	Brain_Cortex	TNFRSF13C	22	42318027	42322822	22q13.2	Brain_Cortex_22q13.2
ENSG00000159958	Brain_Nuc	TNFRSF13C	22	42318027	42322822	22q13.2	Brain_Nuc_22q13.2
ENSG00000159958	Brain_Put	TNFRSF13C	22	42318027	42322822	22q13.2	Brain_Put_22q13.2
ENSG00000172346	Pancreas	CSDC2	22	41957014	41973745	22q13.2	Pancreas_22q13.2
ENSG00000177096	Brain_Cortex	PHETA2	22	42470252	42475442	22q13.2	Brain_Cortex_22q13.2
ENSG00000177096	Brain_Put	PHETA2	22	42470252	42475442	22q13.2	Brain_Put_22q13.2
ENSG00000177096	Cells_fibroblast	PHETA2	22	42470252	42475442	22q13.2	Cells_fibroblast_22q13.2
ENSG00000183066	Brain_Cau	WBP2NL	22	42394729	42454460	22q13.2	Brain_Cau_22q13.2
ENSG00000183066	Brain_Amy	WBP2NL	22	42394729	42454460	22q13.2	Brain_Amy_22q13.2
ENSG00000183066	Brain_Fro	WBP2NL	22	42394729	42454460	22q13.2	Brain_Fro_22q13.2
ENSG00000183066	Brain_Ant	WBP2NL	22	42394729	42454460	22q13.2	Brain_Ant_22q13.2
ENSG00000183172	Vagina	SMDT1	22	42475695	42480288	22q13.2	Vagina_22q13.2
ENSG00000183172	Whole_blood	SMDT1	22	42475695	42480288	22q13.2	Whole_blood_22q13.2
ENSG00000183172	Esophagus_mus	SMDT1	22	42475695	42480288	22q13.2	Esophagus_mus_22q13.2
ENSG00000183172	Adipose_sub	SMDT1	22	42475695	42480288	22q13.2	Adipose_sub_22q13.2
ENSG00000183172	Esophagus_gast	SMDT1	22	42475695	42480288	22q13.2	Esophagus_gast_22q13.2
ENSG00000183172	Lung	SMDT1	22	42475695	42480288	22q13.2	Lung_22q13.2
ENSG00000183172	Skin_sun	SMDT1	22	42475695	42480288	22q13.2	Skin_sun_22q13.2
ENSG00000196236	Stomach	XPNPEP3	22	41253081	41328819	22q13.2	Stomach_22q13.2
ENSG00000196236	Small_intestine	XPNPEP3	22	41253081	41328819	22q13.2	Small_intestine_22q13.2
ENSG00000198951	Adrenal	NAGA	22	42454338	42466846	22q13.2	Adrenal_22q13.2
ENSG00000198951	Brain_Cer	NAGA	22	42454338	42466846	22q13.2	Brain_Cer_22q13.2
ENSG00000198951	Cells_fibroblast	NAGA	22	42454338	42466846	22q13.2	Cells_fibroblast_22q13.2
ENSG00000198951	Stomach	NAGA	22	42454338	42466846	22q13.2	Stomach_22q13.2
ENSG00000198951	Brain_Fro	NAGA	22	42454338	42466846	22q13.2	Brain_Fro_22q13.2
ENSG00000198951	Colon_transverse	NAGA	22	42454338	42466846	22q13.2	Colon_transverse_22q13.2
ENSG00000198951	Thyroid	NAGA	22	42454338	42466846	22q13.2	Thyroid_22q13.2
ENSG00000198951	Brain_Put	NAGA	22	42454338	42466846	22q13.2	Brain_Put_22q13.2
ENSG00000198951	Artery_aor	NAGA	22	42454338	42466846	22q13.2	Artery_aor_22q13.2
ENSG00000198951	Prostate	NAGA	22	42454338	42466846	22q13.2	Prostate_22q13.2
ENSG00000198951	Artery_tib	NAGA	22	42454338	42466846	22q13.2	Artery_tib_22q13.2
ENSG00000198951	Brain_Cau	NAGA	22	42454338	42466846	22q13.2	Brain_Cau_22q13.2
ENSG00000198951	Muscle_skeletal	NAGA	22	42454338	42466846	22q13.2	Muscle_skeletal_22q13.2
ENSG00000198951	Adipose_vis	NAGA	22	42454338	42466846	22q13.2	Adipose_vis_22q13.2
ENSG00000198951	Colon_sigmoid	NAGA	22	42454338	42466846	22q13.2	Colon_sigmoid_22q13.2
ENSG00000198951	Brain_Nuc	NAGA	22	42454338	42466846	22q13.2	Brain_Nuc_22q13.2
ENSG00000198951	Spleen	NAGA	22	42454338	42466846	22q13.2	Spleen_22q13.2
ENSG00000198951	Brain_Sub	NAGA	22	42454338	42466846	22q13.2	Brain_Sub_22q13.2
ENSG00000198951	Artery_cor	NAGA	22	42454338	42466846	22q13.2	Artery_cor_22q13.2
ENSG00000198951	Esophagus_mus	NAGA	22	42454338	42466846	22q13.2	Esophagus_mus_22q13.2
ENSG00000198951	Skin_no_sun	NAGA	22	42454338	42466846	22q13.2	Skin_no_sun_22q13.2
ENSG00000198951	Brain_Hippo	NAGA	22	42454338	42466846	22q13.2	Brain_Hippo_22q13.2
ENSG00000205704	Brain_Fro	LINC00634	22	42348178	42354937	22q13.2	Brain_Fro_22q13.2
ENSG00000237037	Ovary	NDUFA6-DT	22	42486935	42533751	22q13.2	Ovary_22q13.2
ENSG00000281538	Artery_cor	AC254562.3	22	42534069	42535737	22q13.2	Artery_cor_22q13.2
ENSG00000281538	Liver	AC254562.3	22	42534069	42535737	22q13.2	Liver_22q13.2
ENSG00000281538	Spleen	AC254562.3	22	42534069	42535737	22q13.2	Spleen_22q13.2
