gene_name gene zscore effect_size pvalue var_g pred_perf_r2 pred_perf_pval pred_perf_qval n_snps_used n_snps_in_cov n_snps_in_model tissue ENSG CHR START_POS END_POS arm_vector
VPS29 ENSG00000111237 6.95690202690901 0.213139218857193 3.47836672519685e-12 0.0352205002565026 0.0741147926725442 0.000328820087232976 0.00225958133692945 9 9 9 Brain_Putamen_basal_ganglia ENSG00000111237 12 110928888 110939916 12q24.11
ABCB9 ENSG00000150967 4.89486528366989 0.163886113629023 9.83730932836842e-07 0.0276023229411057 0.0710380879468421 0.000363437083918772 0.0016849453012772 14 19 19 Brain_Cerebellar_Hemisphere ENSG00000150967 12 123405498 123466196 12q24.31
CDK2AP1 ENSG00000111328 5.30725029456356 0.267227692658444 1.11291310832398e-07 0.0127924764741004 0.0245147246251404 0.0292453464872886 0.104518453764772 9 12 12 Brain_Caudate_basal_ganglia ENSG00000111328 12 123734659 123756881 12q24.31
DNAH10OS ENSG00000250091 -4.93012821160625 -0.166163234481702 8.21756671752602e-07 0.0277414729547742 0.0299079649162685 0.0158916118541948 0.0618658908909946 14 14 14 Brain_Caudate_basal_ganglia ENSG00000250091 12 124410008 124419531 12q24.31
DNAH10OS ENSG00000250091 -4.94985702340827 -0.117244214012979 7.42680207495999e-07 0.0571284261075016 0.0928032264771962 5.36580253177108e-05 0.000594861554827676 14 14 14 Brain_Hypothalamus ENSG00000250091 12 124410008 124419531 12q24.31
DNAH10OS ENSG00000250091 -4.89845575887645 -0.133158693858165 9.65927808251376e-07 0.0435808479355156 0.122898313630685 2.56128045571723e-07 2.19755141674635e-06 4 4 4 Brain_Cortex ENSG00000250091 12 124410008 124419531 12q24.31
DNAH10OS ENSG00000250091 -4.6153974228546 -0.131606263591804 3.92343790524168e-06 0.0405484968994996 0.031109138285005 0.0120403319342842 0.0499331571344775 11 11 11 Brain_Nucleus_accumbens_basal_ganglia ENSG00000250091 12 124410008 124419531 12q24.31
OGFOD2 ENSG00000111325 -6.98596173981873 -0.229111950409211 2.8291117278607e-12 0.0261377497506613 0.0329085687381381 0.0162806509347428 0.0694499082196839 12 15 15 Brain_Frontal_Cortex_BA9 ENSG00000111325 12 123459127 123464590 12q24.31
OGFOD2 ENSG00000111325 -5.05053943383398 -0.187623886506494 4.40564146983891e-07 0.0224485269794326 0.0288921937212962 0.0245213384538121 0.0767322329183362 14 16 16 Brain_Cerebellar_Hemisphere ENSG00000111325 12 123459127 123464590 12q24.31
PITPNM2 ENSG00000090975 7.71381660324234 0.240528462468321 1.22109909901729e-14 0.0324480034759283 0.112932985629991 5.45021763711494e-06 3.42802173563508e-05 11 15 15 Brain_Cerebellar_Hemisphere ENSG00000090975 12 123468027 123634562 12q24.31
PITPNM2 ENSG00000090975 6.80828043671648 0.796446319212402 9.87721863949089e-12 0.00233677726911241 0.0560610430149854 0.000557154624310005 0.00209142216003063 5 8 8 Brain_Cerebellum ENSG00000090975 12 123468027 123634562 12q24.31
SBNO1-AS1 ENSG00000256092 6.53853956515457 0.113047270099929 6.21224522665131e-11 0.0828937882109975 0.112726547439359 8.59314128889356e-07 6.83641536037591e-06 21 24 24 Brain_Cortex ENSG00000256092 12 123848415 123850660 12q24.31
SBNO1-AS1 ENSG00000256092 5.39022632997111 0.135538317259273 7.03690020437639e-08 0.0406326746348714 0.0574175828176422 0.000765139192610975 0.00413606405016726 13 13 13 Brain_Caudate_basal_ganglia ENSG00000256092 12 123848415 123850660 12q24.31
SBNO1-AS1 ENSG00000256092 5.79704996283122 0.0902290367643361 6.74915889810686e-09 0.104413096892108 0.104633419679404 1.77592025087688e-06 9.59792533114226e-06 32 40 40 Brain_Cerebellum ENSG00000256092 12 123848415 123850660 12q24.31
SBNO1-AS1 ENSG00000256092 9.41212432029292 0.261728096867098 4.8620916649664e-21 0.0327919557062636 0.0410507794483371 0.00716627476045913 0.0339888967043008 9 9 9 Brain_Frontal_Cortex_BA9 ENSG00000256092 12 123848415 123850660 12q24.31
SBNO1-AS1 ENSG00000256092 5.49160456214069 0.140113557820809 3.98298399478869e-08 0.039674889123369 0.0609138884570036 0.000992499203663297 0.00425505269982877 14 15 15 Brain_Cerebellar_Hemisphere ENSG00000256092 12 123848415 123850660 12q24.31
SBNO1-AS1 ENSG00000256092 4.62489152364347 0.0847809327032271 3.7479449718474e-06 0.075981105803744 0.0910232622358352 8.21235076802034e-05 0.000847128039749864 17 20 20 Brain_Hippocampus ENSG00000256092 12 123848415 123850660 12q24.31
SBNO1-AS1 ENSG00000256092 5.86282613260192 0.128847362199784 4.55054646177493e-09 0.0565330708865309 0.0695223829528631 0.00051243526603545 0.00336102601193997 14 15 15 Brain_Putamen_basal_ganglia ENSG00000256092 12 123848415 123850660 12q24.31
SBNO1-AS1 ENSG00000256092 6.11685762300495 0.122183858360849 9.54385628871638e-10 0.0723460752545307 0.115127678314126 6.00075315879441e-06 7.99723726059042e-05 20 26 26 Brain_Hypothalamus ENSG00000256092 12 123848415 123850660 12q24.31
SPPL3 ENSG00000157837 5.02861747647148 0.151045676015688 4.94028809681144e-07 0.0288109370234172 0.0900635665026264 7.00617122685085e-05 0.000552255941525112 12 13 13 Brain_Putamen_basal_ganglia ENSG00000157837 12 121200313 121342161 12q24.31
SPPL3 ENSG00000157837 4.65814860287012 0.0614463318277758 3.19065866245996e-06 0.154193612149865 0.262391139152441 2.22998020663975e-15 2.96262750111234e-14 18 20 20 Brain_Cerebellum ENSG00000157837 12 121200313 121342161 12q24.31
SPPL3 ENSG00000157837 4.58837397192722 0.0487233566307184 4.46711859933163e-06 0.239565642713879 0.354358051718244 4.82301929718393e-21 1.77026731021637e-19 27 27 27 Brain_Cortex ENSG00000157837 12 121200313 121342161 12q24.31
SPPL3 ENSG00000157837 5.36146553782228 0.0914970538056517 8.25494725890902e-08 0.0906476018986551 0.10613889276742 3.56081031713923e-06 2.9471597717995e-05 20 22 22 Brain_Caudate_basal_ganglia ENSG00000157837 12 121200313 121342161 12q24.31
SPPL3 ENSG00000157837 4.54512649055102 0.092333844940295 5.49022735989714e-06 0.0741891071434214 0.130724595236203 8.83166690743129e-07 9.2781419112108e-06 16 16 16 Brain_Frontal_Cortex_BA9 ENSG00000157837 12 121200313 121342161 12q24.31
UNC119B ENSG00000175970 -4.82927455169095 -0.112544244390866 1.37031362476431e-06 0.0514415396317484 0.0745149615689015 0.00031634328283805 0.0021827041794461 15 16 16 Brain_Putamen_basal_ganglia ENSG00000175970 12 121148261 121161443 12q24.31
LINC01068 ENSG00000227676 6.5526046067413 0.0816878485591896 5.65420838292761e-11 0.188558186417847 0.313370340760214 1.23522376876195e-18 2.24684420537973e-17 12 12 12 Brain_Cerebellum ENSG00000227676 13 80140813 80145580 13q31.1
LINC01068 ENSG00000227676 6.30530781195471 0.0802080971744485 2.87621701666421e-10 0.183866969969149 0.30493861911567 2.34261571600675e-15 4.78105524104582e-14 17 17 17 Brain_Cerebellar_Hemisphere ENSG00000227676 13 80140813 80145580 13q31.1
RBM26 ENSG00000139746 -6.54373403578922 -0.138417742072756 6.00014667175262e-11 0.0659361610192983 0.0861212004649993 8.09792577908677e-05 0.000425843799013744 18 18 18 Brain_Cerebellar_Hemisphere ENSG00000139746 13 79885959 79980612 13q31.1
RBM26 ENSG00000139746 -6.43111725163645 -0.150491486145221 1.26669398708816e-10 0.0539460428774335 0.102295058739463 2.35065038414884e-06 1.25044354317456e-05 14 14 14 Brain_Cerebellum ENSG00000139746 13 79885959 79980612 13q31.1
RASA3 ENSG00000185989 -4.6822013343499 -0.113564032004516 2.83810521436971e-06 0.0469223045290924 0.148512423487149 1.3918878801075e-07 1.09848003192058e-06 9 9 9 Brain_Cerebellar_Hemisphere ENSG00000185989 13 114747194 114898098 13q34
GCH1 ENSG00000131979 4.59952934573807 0.146996985886597 4.23446541583661e-06 0.032122616990597 0.0611732445454237 0.00136099345148846 0.0103989109800194 8 9 9 Brain_Hippocampus ENSG00000131979 14 55308726 55369544 14q22.2
AL139022.2 ENSG00000272158 4.759075226335 0.234316595390163 1.94481948115364e-06 0.0121301673595824 0.0358290128844889 0.0134298045586915 0.0592398740500977 6 6 6 Brain_Putamen_basal_ganglia ENSG00000272158 14 65470043 65470485 14q23.3
STON2 ENSG00000140022 -5.02409172308165 -0.140388374680921 5.05820601609083e-07 0.0370297596070123 0.0955866025491859 5.33085132601161e-05 0.000574689059020312 7 8 8 Brain_Hippocampus ENSG00000140022 14 81727000 81902809 14q31.1
AL138976.2 ENSG00000259775 5.85647170044919 0.100365594360662 4.72804110023963e-09 0.0899407782434781 0.260616094562426 5.29838472414963e-15 1.05741052550876e-13 8 9 9 Brain_Cortex ENSG00000259775 14 103798011 103798704 14q32.32
AL138976.2 ENSG00000259775 5.17474390416549 0.18851757926951 2.28223798830246e-07 0.0195034542480553 0.215163671101657 4.49251866992336e-08 1.04808703718435e-06 3 5 5 Brain_Spinal_cord_cervical_c-1 ENSG00000259775 14 103798011 103798704 14q32.32
AL138976.2 ENSG00000259775 4.94577951331201 0.0821746827872966 7.58397620322308e-07 0.0949392056221505 0.286349298343415 1.3166934993893e-13 6.09227337412309e-12 11 13 13 Brain_Hippocampus ENSG00000259775 14 103798011 103798704 14q32.32
AL138976.2 ENSG00000259775 5.54079853581992 0.0779795589180115 3.01095458368457e-08 0.139879332525862 0.311179679439305 1.0632046868288e-15 3.74707813952638e-14 31 35 35 Brain_Frontal_Cortex_BA9 ENSG00000259775 14 103798011 103798704 14q32.32
AL138976.2 ENSG00000259775 4.6444703979378 0.0860783493714198 3.40949928376478e-06 0.074826136690558 0.224903191800271 6.45860780652276e-11 1.36375987914654e-09 6 7 7 Brain_Putamen_basal_ganglia ENSG00000259775 14 103798011 103798704 14q32.32
CKB ENSG00000166165 5.26793635359227 0.123572133754762 1.3796592131857e-07 0.0513987309820133 0.0507955316170249 0.0102280367014056 0.0770064684054875 21 21 21 Brain_Amygdala ENSG00000166165 14 103986004 103989170 14q32.32
AL049840.6 ENSG00000270108 5.51707127672183 0.202190372770577 3.44695659551496e-08 0.0223216961139559 0.0330169042329247 0.0276211842766732 0.137633821218791 10 13 13 Brain_Anterior_cingulate_cortex_BA24 ENSG00000270108 14 104153913 104154464 14q32.33
COA8 ENSG00000256053 4.57043769693406 0.0639576019359372 4.86706605946925e-06 0.153933702687588 0.227158706640219 5.03224857473474e-11 1.07521964675842e-09 27 29 29 Brain_Putamen_basal_ganglia ENSG00000256053 14 104029299 104073860 14q32.33
COA8 ENSG00000256053 5.1621584736044 0.0830902199684432 2.44118485634387e-07 0.113312172561821 0.19633680037254 2.52367997914506e-09 5.99193732191299e-08 25 30 30 Brain_Hippocampus ENSG00000256053 14 104029299 104073860 14q32.33
PPP1R13B ENSG00000088808 -7.88480874937977 -0.269689366432595 3.15017604455969e-15 0.0246723069237521 0.0332758038522934 0.0109044635116675 0.0443182185773922 11 11 11 Brain_Caudate_basal_ganglia ENSG00000088808 14 104199532 104313912 14q32.33
XRCC3 ENSG00000126215 -6.29361807044331 -0.281317976534358 3.10150394083688e-10 0.0141846915461346 0.020824497016278 0.0389850376927506 0.123508505561989 3 3 3 Brain_Cortex ENSG00000126215 14 104163946 104181841 14q32.33
XRCC3 ENSG00000126215 -5.58261518636884 -0.150673079946159 2.36928588813854e-08 0.0400485815478083 0.0525329701923412 0.00306364321291555 0.0210612798637725 16 16 16 Brain_Hippocampus ENSG00000126215 14 104163946 104181841 14q32.33
XRCC3 ENSG00000126215 -5.45365208705583 -0.128748483415181 4.93457035335448e-08 0.0509594155086956 0.121266111500137 2.38152859108492e-07 1.42953007307588e-06 9 10 10 Brain_Cerebellum ENSG00000126215 14 104163946 104181841 14q32.33
AC020658.5 ENSG00000273855 5.78960349652784 0.131531281377942 7.0552773166468e-09 0.0604697985376151 0.0773146668546656 0.00024130547618407 0.00171206361778799 15 15 15 Brain_Putamen_basal_ganglia ENSG00000273855 15 40577669 40578110 15q15.1
AC020658.5 ENSG00000273855 4.93947934759477 0.152708302783925 7.83314389746452e-07 0.032601087916853 0.0407053760559612 0.00478681307242733 0.0215427221074197 15 16 16 Brain_Caudate_basal_ganglia ENSG00000273855 15 40577669 40578110 15q15.1
AC020658.5 ENSG00000273855 5.12977909119642 0.127351838908818 2.90082396351908e-07 0.0541331463794104 0.0452125848997853 0.0155517974523006 0.107838746749764 13 14 14 Brain_Amygdala ENSG00000273855 15 40577669 40578110 15q15.1
AC020658.5 ENSG00000273855 5.78783172503557 0.216396466472691 7.1300784350628e-09 0.0224159001096732 0.0681934539795512 0.000582591250723359 0.00501151225804575 5 5 5 Brain_Hypothalamus ENSG00000273855 15 40577669 40578110 15q15.1
ANKRD63 ENSG00000230778 -4.69023988098092 -0.106705045013625 2.72884938973938e-06 0.0614710656538808 0.0810224776057386 0.000134653401385496 0.000677469406076163 15 15 15 Brain_Cerebellar_Hemisphere ENSG00000230778 15 40573645 40574787 15q15.1
BUB1B ENSG00000156970 -4.80776027905903 -0.0722248155070915 1.52630631894302e-06 0.140366362182186 0.197812882157135 6.98979424709962e-10 7.42858010203788e-09 24 24 24 Brain_Cerebellar_Hemisphere ENSG00000156970 15 40453224 40513337 15q15.1
AC011330.2 ENSG00000275601 -5.10384575348626 -0.166619756313325 3.32819580489416e-07 0.0321769491248434 0.0251763457715512 0.0230659979634753 0.0785006690295289 16 16 16 Brain_Cortex ENSG00000275601 15 43934587 43935221 15q15.3
CKMT1A ENSG00000223572 6.13033556274649 0.233662659763427 8.76939129992948e-10 0.0212200541615003 0.055938955477151 0.00696451579208556 0.0565392054757492 5 7 7 Brain_Amygdala ENSG00000223572 15 43985084 43991420 15q15.3
ENSR00000075855 ENSR00000075855 4.87675263087782 0.175003006798581 1.07846540775816e-06 0.0248745561050277 0.0662985089025952 0.00898486698019148 0.0125895740920048 18 28 28 Brain_Cer ENSR00000075855 15 43844477 43844944 15q15.3
PPIP5K1 ENSG00000168781 -5.27253911354049 -0.165935959688886 1.34549149923488e-07 0.0313677715807458 0.0366597253586567 0.0412804047525708 0.243115436186823 14 14 14 Brain_Substantia_nigra ENSG00000168781 15 43825660 43882451 15q15.3
STRC ENSG00000242866 5.17888688432648 0.0696969453624566 2.23213757233058e-07 0.178355234352107 0.214112327813628 4.11191566268935e-12 7.66008915133917e-11 19 22 22 Brain_Nucleus_accumbens_basal_ganglia ENSG00000242866 15 43891761 43910998 15q15.3
STRC ENSG00000242866 5.89329487987354 0.123341376894809 3.78569953528595e-09 0.0736930434146009 0.141077742563426 1.1534283832584e-05 0.000218746681105673 14 16 16 Brain_Amygdala ENSG00000242866 15 43891761 43910998 15q15.3
STRC ENSG00000242866 5.42555071261732 0.0982575070876966 5.77761225343999e-08 0.105276847741371 0.196707908902916 1.38428418641458e-09 2.44938716712887e-08 17 22 22 Brain_Putamen_basal_ganglia ENSG00000242866 15 43891761 43910998 15q15.3
STRC ENSG00000242866 5.11844524651254 0.123290204546364 3.08064643052115e-07 0.0514526251038543 0.167820051690033 2.90136067262895e-08 5.63548829642384e-07 6 8 8 Brain_Hypothalamus ENSG00000242866 15 43891761 43910998 15q15.3
STRC ENSG00000242866 4.99586322884118 0.125281920144745 5.85731636797508e-07 0.0538087523724189 0.0587217083787513 0.000407642108374065 0.0015643172754808 19 22 22 Brain_Cerebellum ENSG00000242866 15 43891761 43910998 15q15.3
STRC ENSG00000242866 4.55188958529187 0.067313698679283 5.3166237441601e-06 0.159841485525625 0.28326483882236 1.38858151019632e-15 3.70797430894111e-14 15 18 18 Brain_Caudate_basal_ganglia ENSG00000242866 15 43891761 43910998 15q15.3
ZSCAN29 ENSG00000140265 5.27834502596819 0.197901593988308 1.30355845134283e-07 0.0241089706792682 0.0985062984978435 0.000108339948222584 0.00112633279169225 9 11 11 Brain_Anterior_cingulate_cortex_BA24 ENSG00000140265 15 43650370 43663223 15q15.3
ZSCAN29 ENSG00000140265 4.60583952048364 0.093851217682198 4.10805118418003e-06 0.0736445657651478 0.107765603833697 9.2026326399008e-06 8.13919997451845e-05 21 23 23 Brain_Frontal_Cortex_BA9 ENSG00000140265 15 43650370 43663223 15q15.3
FAM214A ENSG00000047346 -4.82733816694092 -0.141354336260663 1.38370049301527e-06 0.0345260340831876 0.0450122523178307 0.00297948370227091 0.0140987035283982 13 14 14 Brain_Caudate_basal_ganglia ENSG00000047346 15 52873514 53002014 15q21.2
ADAMTS7 ENSG00000136378 -4.53302852643169 -0.137853551181271 5.81439591715398e-06 0.0313707753908891 0.0588750437167363 0.00929124208690273 0.0744313615601081 12 15 15 Brain_Substantia_nigra ENSG00000136378 15 79051548 79103806 15q25.1
CHRNA3 ENSG00000080644 5.94798402609927 0.222923623895075 2.71465078931661e-09 0.0214991754951107 0.0618110804679703 0.000283599354848659 0.00111605437900791 6 6 6 Brain_Cerebellum ENSG00000080644 15 78885394 78913637 15q25.1
HYKK ENSG00000188266 5.34415188437846 0.113829064766883 9.08413749341742e-08 0.0602597634164285 0.045507194620181 0.00947916732127503 0.0557947164203286 24 27 27 Brain_Anterior_cingulate_cortex_BA24 ENSG00000188266 15 78799906 78829714 15q25.1
PSMA4 ENSG00000041357 -4.94341571316858 -0.109672684871022 7.67655475878521e-07 0.0612502350492587 0.0596327976825778 0.00112700745078391 0.00477153201904475 19 22 22 Brain_Cerebellar_Hemisphere ENSG00000041357 15 78832747 78844759 15q25.1
AC048382.5 ENSG00000275120 4.54573551842695 0.414892288338718 5.47437439152388e-06 0.00357242617548484 0.0297722643023109 0.024446730801178 0.122783083725813 4 8 8 Brain_Hypothalamus ENSG00000275120 15 85141040 85177219 15q25.2
AC048382.5 ENSG00000275120 4.97318455566189 0.174315367047086 6.58619045913286e-07 0.0237119199778839 0.0327811566640484 0.00937743483539787 0.0356213577653661 5 6 6 Brain_Cortex ENSG00000275120 15 85141040 85177219 15q25.2
BTBD1 ENSG00000064726 -4.66359337111777 -0.0856146940997681 3.10735097610758e-06 0.097792221376447 0.125277334968955 1.9268599971531e-07 1.68139757440688e-06 29 35 35 Brain_Cortex ENSG00000064726 15 83685175 83736004 15q25.2
BTBD1 ENSG00000064726 -5.13271385765546 -0.0951767792002787 2.85593930403527e-07 0.085428058929053 0.0952485403620945 0.00037305621059504 0.0047455659045976 17 19 19 Brain_Amygdala ENSG00000064726 15 83685175 83736004 15q25.2
CPEB1 ENSG00000214575 6.01912856919076 0.259877261497677 1.75358547768832e-09 0.0148081188059324 0.0328380457483524 0.00931504609505218 0.0354292378198588 6 6 6 Brain_Cortex ENSG00000214575 15 83211951 83317612 15q25.2
ENSR00000080375 ENSR00000080375 -5.51338826220227 -0.480307863314041 3.51990540043842e-08 0.0037308436945294 0.0895159187955369 0.00632276821647909 0.00988194237807328 3 16 16 Brain_Ant ENSR00000080375 15 84891752 84891953 15q25.2
ENSR00000080375 ENSR00000080375 -4.9811835602057 -0.0693248980695983 6.31965582266913e-07 0.149943639665668 0.281936501952494 2.85921492262518e-09 2.0926138201822e-08 69 92 92 Brain_Cortex ENSR00000080375 15 84891752 84891953 15q25.2
ENSR00000278747 ENSR00000278747 -6.01596013768668 -0.426905366795292 1.78823575959934e-09 0.00594132881140877 0.0901372108770012 0.00613503120516781 0.00971723063368861 41 45 45 Brain_Ant ENSR00000278747 15 84882353 84885152 15q25.2
ENSR00000278747 ENSR00000278747 -5.8933188551072 -0.276210116363095 3.78515006047404e-09 0.0132565333156516 0.0626313578319291 0.00867507737515334 0.0118723958657248 21 33 33 Brain_Cortex ENSR00000278747 15 84882353 84885152 15q25.2
GOLGA6L9 ENSG00000197978 5.99706475020059 0.195951807171176 2.00915964559551e-09 0.026985636351632 0.0559004784111442 0.0069845344342915 0.056634564842445 6 7 7 Brain_Amygdala ENSG00000197978 15 82722223 82731338 15q25.2
GOLGA6L9 ENSG00000197978 4.7631535589191 0.102972289835871 1.905906911852e-06 0.0640853524847824 0.184073534688076 5.89480050295447e-08 1.13810461164738e-06 16 17 17 Brain_Anterior_cingulate_cortex_BA24 ENSG00000197978 15 82722223 82731338 15q25.2
